,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,marketing_strategy,total_nights,total_revenue
111,Resort Hotel,0,75,2015,August,34,22,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,36.0,234.0,0,Transient,118.13,0,0,Check-Out,25-08-2015,Early Booking Discount,3,354.39
112,Resort Hotel,0,0,2015,August,35,26,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,234.0,0,Transient,153.0,0,0,Check-Out,27-08-2015,Last-Minute Deal,1,153.0
113,Resort Hotel,0,37,2015,August,35,23,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,234.0,0,Transient,132.44,0,2,Check-Out,28-08-2015,Early Booking Discount + Special Request Bonus,5,662.2
114,Resort Hotel,0,49,2015,August,35,25,0,3,2,0,1,HB,USA,Offline TA/TO,TA/TO,0,0,0,E,F,0,No Deposit,142.0,234.0,0,Transient,177.47,1,2,Check-Out,28-08-2015,Early Booking Discount + Special Request Bonus,3,532.41
115,Resort Hotel,0,193,2015,August,35,23,2,3,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,103.95,0,1,Check-Out,28-08-2015,Early Booking Discount + Special Request Bonus,5,519.75
116,Resort Hotel,0,32,2015,August,35,23,2,4,1,1,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,241.0,234.0,0,Transient,154.71,0,1,Check-Out,29-08-2015,Early Booking Discount + Special Request Bonus,6,928.26
117,Resort Hotel,0,0,2015,August,35,28,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,74.78223350253808,234.0,0,Transient,153.0,0,1,Check-Out,29-08-2015,Last-Minute Deal + Special Request Bonus,1,153.0
118,Resort Hotel,0,13,2015,August,36,30,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,F,G,0,No Deposit,36.0,234.0,0,Transient,120.79,1,0,Check-Out,02-09-2015,Generic Marketing,3,362.37
119,Resort Hotel,0,37,2015,September,36,2,0,2,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,241.0,234.0,0,Transient,117.81,1,1,Check-Out,04-09-2015,Early Booking Discount + Special Request Bonus,2,235.62
120,Resort Hotel,0,89,2015,September,37,8,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,234.0,0,Transient,97.0,0,1,Check-Out,10-09-2015,Early Booking Discount + Special Request Bonus,2,194.0
121,Resort Hotel,0,0,2015,September,38,16,0,1,1,0,0,BB,USA,Direct,Direct,0,0,0,A,C,0,No Deposit,250.0,234.0,0,Group,65.0,0,0,Check-Out,17-09-2015,Last-Minute Deal,1,65.0
122,Resort Hotel,0,172,2015,September,38,14,2,5,2,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,234.0,0,Contract,72.25,0,1,Check-Out,21-09-2015,Early Booking Discount + Special Request Bonus,7,505.75
123,Resort Hotel,0,179,2015,September,39,21,3,6,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,69.0,234.0,0,Contract,60.15,0,0,Check-Out,30-09-2015,Early Booking Discount,9,541.35
124,Resort Hotel,0,37,2015,September,39,21,1,3,2,2,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,234.0,0,Transient,135.0,1,0,Check-Out,25-09-2015,Early Booking Discount,4,540.0
125,Resort Hotel,0,81,2015,September,39,22,0,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,234.0,0,Transient,97.0,1,1,Check-Out,26-09-2015,Early Booking Discount + Special Request Bonus,4,388.0
126,Resort Hotel,0,38,2015,October,40,2,4,7,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,234.0,0,Transient,115.0,0,1,Check-Out,13-10-2015,Early Booking Discount + Special Request Bonus,11,1265.0
127,Resort Hotel,0,1,2015,October,42,13,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,234.0,0,Transient,66.0,0,1,Check-Out,14-10-2015,Last-Minute Deal + Special Request Bonus,1,66.0
128,Resort Hotel,0,130,2015,October,42,16,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,241.0,234.0,0,Transient,92.4,0,0,Check-Out,18-10-2015,Early Booking Discount,2,184.8
129,Resort Hotel,0,0,2015,October,43,21,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,234.0,0,Transient,106.0,0,0,Check-Out,23-10-2015,Last-Minute Deal,2,212.0
130,Resort Hotel,0,109,2015,November,46,13,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,1,No Deposit,74.78223350253808,234.0,0,Transient,74.8,0,2,Check-Out,14-11-2015,Early Booking Discount + Special Request Bonus,1,74.8
131,Resort Hotel,0,36,2015,November,45,7,2,6,1,0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185.0,281.0,0,Transient-Party,36.0,0,0,Check-Out,15-11-2015,Early Booking Discount,8,288.0
132,Resort Hotel,0,12,2015,November,45,3,3,10,2,0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,328.0,281.0,0,Transient-Party,48.0,0,0,Check-Out,16-11-2015,Generic Marketing,13,624.0
133,Resort Hotel,0,5,2015,November,48,22,2,0,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,234.0,0,Transient,40.0,0,1,Check-Out,24-11-2015,Last-Minute Deal + Special Request Bonus,2,80.0
134,Resort Hotel,0,0,2015,December,53,27,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,74.78223350253808,234.0,0,Transient,71.0,1,0,Check-Out,28-12-2015,Last-Minute Deal,1,71.0
135,Resort Hotel,0,58,2015,December,52,23,2,4,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,234.0,0,Transient,58.0,0,1,Check-Out,29-12-2015,Early Booking Discount + Special Request Bonus,6,348.0
136,Resort Hotel,0,0,2015,December,53,28,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,A,F,0,No Deposit,74.78223350253808,234.0,0,Transient,75.0,0,0,Check-Out,29-12-2015,Last-Minute Deal,1,75.0
137,Resort Hotel,0,29,2015,December,52,23,2,5,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,96.0,234.0,0,Transient,71.0,0,1,Check-Out,30-12-2015,Generic Marketing + Special Request Bonus,7,497.0
138,Resort Hotel,0,2,2015,December,53,31,0,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,72.93,0,0,Check-Out,03-01-2016,Last-Minute Deal,3,218.79000000000002
139,Resort Hotel,0,17,2016,January,1,2,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,234.0,0,Transient,57.2,0,1,Check-Out,05-01-2016,Generic Marketing + Special Request Bonus,3,171.60000000000002
140,Resort Hotel,0,0,2016,January,2,8,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,234.0,0,Transient,31.2,0,0,Check-Out,09-01-2016,Last-Minute Deal,1,31.2
141,Resort Hotel,0,0,2016,January,2,4,2,5,2,0,0,BB,USA,Direct,Direct,0,0,0,A,D,5,No Deposit,74.78223350253808,234.0,0,Transient,48.0,0,0,Check-Out,11-01-2016,Last-Minute Deal,7,336.0
142,Resort Hotel,0,11,2016,January,2,8,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,234.0,0,Transient,69.2,1,1,Check-Out,11-01-2016,Generic Marketing + Special Request Bonus,3,207.60000000000002
143,Resort Hotel,0,3,2016,January,2,8,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,52.8,0,0,Check-Out,11-01-2016,Last-Minute Deal,3,158.39999999999998
144,Resort Hotel,0,0,2016,January,2,7,2,4,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,4,No Deposit,36.0,234.0,0,Transient,38.0,0,0,Check-Out,13-01-2016,Last-Minute Deal,6,228.0
145,Resort Hotel,0,1,2016,January,4,22,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,234.0,0,Transient,45.0,0,0,Check-Out,24-01-2016,Last-Minute Deal,2,90.0
146,Resort Hotel,0,0,2016,February,6,3,1,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,234.0,0,Transient,39.0,0,2,Check-Out,08-02-2016,Last-Minute Deal + Special Request Bonus,5,195.0
147,Resort Hotel,0,0,2016,February,7,12,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,234.0,0,Transient,58.0,0,0,Check-Out,13-02-2016,Last-Minute Deal,1,58.0
148,Resort Hotel,0,0,2016,February,8,20,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,74.78223350253808,234.0,0,Transient,46.0,1,0,Check-Out,21-02-2016,Last-Minute Deal,1,46.0
149,Resort Hotel,0,24,2016,February,9,22,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,36.96,0,2,Check-Out,24-02-2016,Generic Marketing + Special Request Bonus,2,73.92
150,Resort Hotel,0,24,2016,February,9,22,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,36.96,0,2,Check-Out,24-02-2016,Generic Marketing + Special Request Bonus,2,73.92
151,Resort Hotel,0,4,2016,March,13,20,2,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,234.0,0,Transient,43.0,1,0,Check-Out,23-03-2016,Last-Minute Deal,3,129.0
152,Resort Hotel,0,6,2016,March,14,28,1,3,2,0,0,HB,USA,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,196.0,234.0,0,Transient,97.5,1,0,Check-Out,01-04-2016,Last-Minute Deal,4,390.0
153,Resort Hotel,0,2,2016,April,15,4,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,87.0,0,1,Check-Out,06-04-2016,Last-Minute Deal + Special Request Bonus,2,174.0
154,Resort Hotel,0,1,2016,April,15,6,0,2,2,0,0,BB,USA,Direct,TA/TO,0,0,0,E,E,0,No Deposit,74.78223350253808,234.0,0,Transient,85.0,0,1,Check-Out,08-04-2016,Last-Minute Deal + Special Request Bonus,2,170.0
155,Resort Hotel,0,19,2016,April,15,7,1,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,101.0,1,0,Check-Out,11-04-2016,Generic Marketing,4,404.0
156,Resort Hotel,0,26,2016,April,15,9,2,2,3,1,0,BB,USA,Direct,Direct,0,0,0,H,H,3,No Deposit,250.0,234.0,0,Transient,146.38,1,1,Check-Out,13-04-2016,Generic Marketing + Special Request Bonus,4,585.52
157,Resort Hotel,0,27,2016,April,16,10,2,2,3,1,0,BB,USA,Direct,Direct,0,0,0,G,H,3,No Deposit,250.0,234.0,0,Transient,136.0,1,0,Check-Out,14-04-2016,Generic Marketing,4,544.0
158,Resort Hotel,0,8,2016,April,16,14,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,234.0,0,Transient,96.25,0,0,Check-Out,15-04-2016,Generic Marketing,1,96.25
159,Resort Hotel,0,79,2016,April,17,22,1,2,2,0,0,BB,USA,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,234.0,0,Transient,117.0,0,0,Check-Out,25-04-2016,Early Booking Discount,3,351.0
160,Resort Hotel,0,79,2016,April,17,22,1,2,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,102.0,1,0,Check-Out,25-04-2016,Early Booking Discount,3,306.0
161,Resort Hotel,0,9,2016,April,18,25,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,50.05,0,1,Check-Out,27-04-2016,Generic Marketing + Special Request Bonus,2,100.1
162,Resort Hotel,0,113,2016,April,18,26,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,241.0,234.0,0,Transient,78.31,0,1,Check-Out,28-04-2016,Early Booking Discount + Special Request Bonus,2,156.62
163,Resort Hotel,0,113,2016,April,18,26,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,234.0,0,Transient,78.31,0,1,Check-Out,28-04-2016,Early Booking Discount + Special Request Bonus,2,156.62
164,Resort Hotel,0,179,2016,April,18,27,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,234.0,0,Transient,52.2,0,1,Check-Out,29-04-2016,Early Booking Discount + Special Request Bonus,2,104.4
165,Resort Hotel,0,179,2016,April,18,27,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,234.0,0,Transient,58.2,1,1,Check-Out,29-04-2016,Early Booking Discount + Special Request Bonus,2,116.4
166,Resort Hotel,0,1,2016,April,18,27,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,91.0,1,1,Check-Out,30-04-2016,Last-Minute Deal + Special Request Bonus,3,273.0
167,Resort Hotel,0,33,2016,April,18,25,1,4,1,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,234.0,0,Transient,37.1,0,0,Check-Out,30-04-2016,Early Booking Discount,5,185.5
168,Resort Hotel,0,0,2016,April,18,30,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,85.0,0,0,Check-Out,01-05-2016,Last-Minute Deal,1,85.0
169,Resort Hotel,0,0,2016,May,19,1,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,74.78223350253808,234.0,0,Transient,115.0,0,1,Check-Out,02-05-2016,Last-Minute Deal + Special Request Bonus,1,115.0
170,Resort Hotel,0,13,2016,May,19,1,2,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,5.0,234.0,0,Transient,72.0,0,0,Check-Out,03-05-2016,Generic Marketing,2,144.0
171,Resort Hotel,0,67,2016,May,19,6,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,234.0,0,Transient,75.83,0,1,Check-Out,12-05-2016,Early Booking Discount + Special Request Bonus,6,454.98
172,Resort Hotel,0,77,2016,May,20,10,0,5,2,0,0,HB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,234.0,0,Transient,34.0,1,1,Check-Out,15-05-2016,Early Booking Discount + Special Request Bonus,5,170.0
173,Resort Hotel,0,68,2016,May,21,20,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,234.0,0,Transient,56.0,0,0,Check-Out,23-05-2016,Early Booking Discount,3,168.0
174,Resort Hotel,0,129,2016,May,22,22,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,234.0,0,Transient,65.7,0,2,Check-Out,25-05-2016,Early Booking Discount + Special Request Bonus,3,197.10000000000002
175,Resort Hotel,0,40,2016,May,22,23,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,234.0,0,Transient,111.0,1,2,Check-Out,25-05-2016,Early Booking Discount + Special Request Bonus,2,222.0
176,Resort Hotel,0,129,2016,May,22,22,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,234.0,0,Transient,71.7,1,2,Check-Out,25-05-2016,Early Booking Discount + Special Request Bonus,3,215.10000000000002
177,Resort Hotel,0,49,2016,May,22,25,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,360.0,234.0,0,Transient-Party,105.0,0,1,Check-Out,26-05-2016,Early Booking Discount + Special Request Bonus,1,105.0
178,Resort Hotel,0,49,2016,May,22,25,0,1,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,360.0,234.0,0,Transient-Party,105.0,0,1,Check-Out,26-05-2016,Early Booking Discount + Special Request Bonus,1,105.0
179,Resort Hotel,0,39,2016,May,22,28,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,234.0,0,Transient,121.0,0,1,Check-Out,30-05-2016,Early Booking Discount + Special Request Bonus,2,242.0
180,Resort Hotel,0,5,2016,May,22,28,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,234.0,0,Transient,145.0,0,0,Check-Out,30-05-2016,Last-Minute Deal,2,290.0
181,Resort Hotel,0,136,2016,May,23,29,2,0,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,234.0,0,Transient,68.0,1,0,Check-Out,31-05-2016,Early Booking Discount,2,136.0
182,Resort Hotel,0,59,2016,May,23,29,2,0,3,0,0,BB,USA,Direct,Direct,0,0,0,G,G,3,No Deposit,250.0,234.0,0,Transient,145.0,0,0,Check-Out,31-05-2016,Early Booking Discount,2,290.0
183,Resort Hotel,0,65,2016,May,23,30,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,95.0,0,0,Check-Out,01-06-2016,Early Booking Discount,2,190.0
184,Resort Hotel,0,1,2016,June,23,2,0,2,1,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,161.0,1,0,Check-Out,04-06-2016,Last-Minute Deal,2,322.0
185,Resort Hotel,0,2,2016,June,23,4,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,234.0,0,Group,124.0,0,0,Check-Out,05-06-2016,Last-Minute Deal,1,124.0
186,Resort Hotel,0,34,2016,June,23,2,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,168.33,1,0,Check-Out,05-06-2016,Early Booking Discount,3,504.99
187,Resort Hotel,0,34,2016,June,23,2,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,157.0,0,0,Check-Out,05-06-2016,Early Booking Discount,3,471.0
188,Resort Hotel,0,129,2016,June,24,5,2,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,61.6,0,2,Check-Out,08-06-2016,Early Booking Discount + Special Request Bonus,3,184.8
189,Resort Hotel,0,124,2016,June,24,6,1,1,3,0,0,BB,USA,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,234.0,0,Transient,135.0,0,2,Check-Out,08-06-2016,Early Booking Discount + Special Request Bonus,2,270.0
190,Resort Hotel,0,124,2016,June,24,6,1,1,3,0,0,BB,USA,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,234.0,0,Transient,135.0,0,2,Check-Out,08-06-2016,Early Booking Discount + Special Request Bonus,2,270.0
191,Resort Hotel,0,0,2016,June,23,4,2,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,242.0,234.0,0,Transient,120.0,0,0,Check-Out,09-06-2016,Last-Minute Deal,5,600.0
192,Resort Hotel,0,0,2016,June,25,13,1,0,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,234.0,0,Transient,109.0,0,0,Check-Out,14-06-2016,Last-Minute Deal,1,109.0
193,Resort Hotel,0,0,2016,June,25,13,1,0,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,74.78223350253808,234.0,0,Transient,159.0,1,0,Check-Out,14-06-2016,Last-Minute Deal,1,159.0
194,Resort Hotel,0,74,2016,June,25,13,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,241.0,234.0,0,Transient,149.52,1,1,Check-Out,15-06-2016,Early Booking Discount + Special Request Bonus,2,299.04
195,Resort Hotel,0,56,2016,June,25,13,1,1,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,234.0,0,Transient,164.0,0,1,Check-Out,15-06-2016,Early Booking Discount + Special Request Bonus,2,328.0
196,Resort Hotel,0,56,2016,June,25,13,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,242.0,234.0,0,Transient,129.0,0,1,Check-Out,15-06-2016,Early Booking Discount + Special Request Bonus,2,258.0
197,Resort Hotel,0,160,2016,June,25,13,2,5,2,0,0,HB,USA,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,234.0,0,Transient,118.5,0,2,Check-Out,20-06-2016,Early Booking Discount + Special Request Bonus,7,829.5
198,Resort Hotel,0,5,2016,June,26,20,1,2,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,234.0,0,Transient,184.33,1,2,Check-Out,23-06-2016,Last-Minute Deal + Special Request Bonus,3,552.99
199,Resort Hotel,0,161,2016,June,25,15,2,4,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,234.0,0,Transient,116.5,1,3,Check-Out,21-06-2016,Early Booking Discount + Special Request Bonus,6,699.0
200,Resort Hotel,0,57,2016,June,25,17,2,2,2,1,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,234.0,0,Transient,121.0,1,1,Check-Out,21-06-2016,Early Booking Discount + Special Request Bonus,4,484.0
201,Resort Hotel,0,57,2016,June,25,17,2,2,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,1,No Deposit,250.0,234.0,0,Transient,98.75,0,1,Check-Out,21-06-2016,Early Booking Discount + Special Request Bonus,4,395.0
202,Resort Hotel,0,48,2016,June,26,20,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,234.0,0,Transient-Party,189.0,0,0,Check-Out,22-06-2016,Early Booking Discount,2,378.0
203,Resort Hotel,0,48,2016,June,26,20,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,234.0,0,Transient-Party,201.0,1,0,Check-Out,22-06-2016,Early Booking Discount,2,402.0
204,Resort Hotel,0,0,2016,June,26,22,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,234.0,0,Transient,139.0,1,0,Check-Out,23-06-2016,Last-Minute Deal,1,139.0
205,Resort Hotel,0,8,2016,June,26,23,0,2,2,3,0,BB,USA,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,234.0,0,Transient,186.0,1,0,Check-Out,25-06-2016,Generic Marketing,2,372.0
206,Resort Hotel,0,3,2016,June,26,25,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,306.0,234.0,0,Transient,98.4,1,0,Check-Out,26-06-2016,Last-Minute Deal,1,98.4
207,Resort Hotel,0,25,2016,June,26,25,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,234.0,0,Transient,130.13,0,1,Check-Out,27-06-2016,Generic Marketing + Special Request Bonus,2,260.26
208,Resort Hotel,0,170,2016,July,27,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,242.0,234.0,0,Transient,107.1,0,2,Check-Out,03-07-2016,Early Booking Discount + Special Request Bonus,1,107.1
209,Resort Hotel,0,170,2016,July,27,2,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,242.0,234.0,0,Transient,119.1,1,2,Check-Out,03-07-2016,Early Booking Discount + Special Request Bonus,1,119.1
210,Resort Hotel,0,0,2016,July,28,3,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,306.0,234.0,0,Transient,95.64,1,0,Check-Out,04-07-2016,Last-Minute Deal,1,95.64
211,Resort Hotel,0,25,2016,July,28,3,1,0,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,234.0,0,Transient,131.0,1,1,Check-Out,04-07-2016,Generic Marketing + Special Request Bonus,1,131.0
212,Resort Hotel,0,29,2016,July,28,5,0,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,241.0,234.0,0,Transient,150.92,0,1,Check-Out,06-07-2016,Generic Marketing + Special Request Bonus,1,150.92
213,Resort Hotel,0,8,2016,July,28,5,0,2,3,1,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,234.0,0,Transient-Party,219.0,0,0,Check-Out,07-07-2016,Generic Marketing,2,438.0
214,Resort Hotel,0,8,2016,July,28,5,0,2,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,234.0,0,Transient-Party,224.0,0,0,Check-Out,07-07-2016,Generic Marketing,2,448.0
215,Resort Hotel,0,61,2016,July,28,5,0,2,2,2,0,BB,USA,Direct,Direct,0,0,0,C,C,0,No Deposit,74.78223350253808,234.0,0,Transient,190.0,0,1,Check-Out,07-07-2016,Early Booking Discount + Special Request Bonus,2,380.0
216,Resort Hotel,0,61,2016,July,28,5,0,2,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,1,No Deposit,74.78223350253808,234.0,0,Transient,192.0,1,1,Check-Out,07-07-2016,Early Booking Discount + Special Request Bonus,2,384.0
217,Resort Hotel,0,14,2016,July,28,7,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,234.0,0,Transient,134.43,1,1,Check-Out,09-07-2016,Generic Marketing + Special Request Bonus,2,268.86
218,Resort Hotel,0,30,2016,July,28,7,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,241.0,234.0,0,Transient,146.3,0,1,Check-Out,10-07-2016,Generic Marketing + Special Request Bonus,3,438.90000000000003
219,Resort Hotel,0,0,2016,July,29,13,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,74.78223350253808,234.0,0,Transient,161.0,0,0,Check-Out,14-07-2016,Last-Minute Deal,1,161.0
220,Resort Hotel,0,2,2016,July,29,14,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,234.0,0,Transient,161.0,0,0,Check-Out,15-07-2016,Last-Minute Deal,1,161.0
221,Resort Hotel,0,38,2016,July,29,12,0,3,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,234.0,0,Transient,212.0,1,1,Check-Out,15-07-2016,Early Booking Discount + Special Request Bonus,3,636.0
